image_name,image_path,overall_max_score,overall_mean_score,high_confidence_features,medium_confidence_features,low_confidence_features,art_style_max_score,art_style_max_prompt,art_style_mean_score,art_style_std_score,medium_max_score,medium_max_prompt,medium_mean_score,medium_std_score,color_palette_max_score,color_palette_max_prompt,color_palette_mean_score,color_palette_std_score,subject_matter_max_score,subject_matter_max_prompt,subject_matter_mean_score,subject_matter_std_score,technique_max_score,technique_max_prompt,technique_mean_score,technique_std_score,emotional_tone_max_score,emotional_tone_max_prompt,emotional_tone_mean_score,emotional_tone_std_score
Craig_Biggio__baseball_player.jpeg,baseball_cards_output/Craig_Biggio__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Chris_Colabello__baseball_player.jpeg,baseball_cards_output/Chris_Colabello__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Tony_Lazzeri__baseball_player.jpeg,baseball_cards_output/Tony_Lazzeri__baseball_player.jpeg,0.18067224323749542,0.15325344880906547,0,0,41,0.17973504960536957,realistic representational art,0.16286097466945648,0.01356279943138361,0.15029564499855042,pencil or charcoal drawing,0.1367402821779251,0.00979265384376049,0.17600902915000916,monochromatic single color,0.13955174386501312,0.024448998272418976,0.17646411061286926,mythological or fantasy,0.14899897575378418,0.02712150849401951,0.18067224323749542,gestural spontaneous marks,0.16932576894760132,0.01210886612534523,0.17889361083507538,joyful and uplifting,0.16458530724048615,0.007748168893158436
Mike_Piazza__baseball_player.jpeg,baseball_cards_output/Mike_Piazza__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Phil_Cavarretta__baseball_player.jpeg,baseball_cards_output/Phil_Cavarretta__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Yogi_Berra__baseball_player.jpeg,baseball_cards_output/Yogi_Berra__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Alex_Liddi__baseball_player.jpeg,baseball_cards_output/Alex_Liddi__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Anthony_Rizzo__baseball_player.jpeg,baseball_cards_output/Anthony_Rizzo__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Joe_DiMaggio__baseball_player.jpeg,baseball_cards_output/Joe_DiMaggio__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
Rico_Petrocelli__baseball_player.jpeg,baseball_cards_output/Rico_Petrocelli__baseball_player.jpeg,0.19612854719161987,0.168678046363156,0,0,41,0.19520488381385803,realistic representational art,0.17369505763053894,0.012340226210653782,0.1680447906255722,pencil or charcoal drawing,0.15733228623867035,0.008930884301662445,0.18417339026927948,monochromatic single color,0.1636047661304474,0.015197099186480045,0.18392252922058105,abstract shapes and forms,0.16543631255626678,0.019961530342698097,0.18803167343139648,fine detailed brushwork,0.17954076826572418,0.006457544397562742,0.19612854719161987,chaotic and turbulent,0.1740635484457016,0.01273224875330925
